Date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,AGN
2000-01-03,31.131128000000004,9.459574,,,1.251975,,16.274673,15.5,,32.34642,6.266493,24.468919,16.390568,45.992164,20.359771,321.25,8.349001,6.7154729999999985,16.557748999999998,34.900822
2000-01-04,29.89413,9.1893,,,1.213892,,14.9094,14.625,,31.063717,6.16076,22.513069,15.955623,42.478873,19.739283,300.0,8.244639,6.7154729999999985,16.193479,33.77901
2000-01-05,30.760029,9.172408,,,1.218652,,15.204175,15.0,,31.398335,6.1184660000000015,21.97209,15.864055,39.843904,19.855624,283.5,8.289366000000001,6.832061,15.895439,34.402239
2000-01-06,33.234026,9.493358,,,1.194851,,15.328291,16.0,,31.649299,6.125515,22.637911,16.184541,38.326801,21.174162,236.125,8.296808,7.065237,15.5974,34.900822
2000-01-07,33.893758,9.59471,,,1.228173,,16.072985,16.25,,32.262765,6.527304,23.178891,16.505027,41.520701,22.647822,248.375,8.602453,6.9486490000000005,15.895439,37.331415
2000-01-10,33.728825,9.527142,,,1.290058,,16.693563,17.5,,33.712777,6.407472,23.761483,15.520678,44.035898,21.251722,285.5,8.453364,6.925332000000001,16.094132000000002,38.702518
2000-01-11,33.151559000000006,9.392005,,,1.347182,,15.545493,17.25,,33.880086,6.414521,23.678257,15.200192,43.437042,20.282209,278.4375,8.453364,6.902014,16.127248,38.45322700000001
2000-01-12,33.234026,9.25145,,,1.290058,,15.467921,18.125,,34.577207,6.393374,23.71987,14.948381,42.55872,20.631234,254.0,8.214821,6.9486490000000005,15.895439,40.821497
2000-01-13,33.234026,9.166574,,,1.304339,,16.290187,18.875,,35.162789000000004,6.463863,24.926671,15.291759,43.197501,20.476113,232.8125,8.199912,7.041919999999998,15.961670000000002,41.631695
2000-01-14,32.759843,9.370276,,,1.290058,,16.460846,20.1875,,37.142613,6.344032,25.46765,15.726704000000002,43.676586,20.088307,230.0,8.155185000000001,6.902014,16.061017,44.498548
2000-01-18,32.038261,9.166574,,,1.294818,,15.886810999999998,19.5,,34.772401,6.344032,26.424768,14.650787,45.672774,19.118794,211.5,8.140276,6.7621080000000005,16.094132000000002,42.691184
2000-01-19,32.59491,8.979847,,,1.275777,,15.669609,19.59375,,34.967595,6.315836,26.091857,13.780897,44.714601,19.157575,224.75,7.946460000000001,6.785425999999998,16.027901,43.439058
2000-01-20,31.378528000000006,8.708245,,,1.204371,,15.840268,19.5,,34.660862,6.273542,26.050244,14.902598,43.516889,18.537087,234.0,7.752644,6.6921550000000005,16.027901,42.379569
2000-01-21,31.316678000000003,8.470593,,,1.152007,,15.607551,18.9375,,35.692601,6.280591,24.635373,14.19295,43.916126,17.955379,269.0,7.588646000000002,6.785425999999998,15.961670000000002,40.385237
2000-01-24,30.595096,8.148066,,,1.142487,,15.033516,17.25,,35.692601,6.245347,24.59376,14.032707,43.756433,18.730989,262.0625,7.186105,6.668838,15.895439,39.014133
2000-01-25,30.14153,8.046215,,,1.1044040000000002,,15.63858,20.0,,33.907971,6.238298,23.761483,14.627895,43.237423,19.273917,279.3125,7.275558,6.389026,15.862324,38.016967
2000-01-26,31.770244,8.063189999999999,,,1.209132,,15.18866,18.5,,32.318535,6.253862000000002,24.177623,15.360435,43.636661,19.545379,277.5,7.693009,6.622203,15.729862,38.51555
2000-01-27,31.749628,8.368742,,,1.309099,,15.561008,18.46875,,33.852201,6.06285,24.219236,15.085732,43.71650800000001,19.157575,281.125,7.603555,6.738791,15.928555,39.575039
2000-01-28,30.430163,8.65732,,,1.247215,,14.288821,17.625,,34.07528,6.055776,23.92794,15.383326,43.476967,18.498306,270.0625,7.782462,6.575567,15.663631,40.135945
2000-01-31,30.883729,8.844046,,,1.19009,,13.668243,18.0,,35.748371,6.027478,23.05405,15.909839000000002,42.279254,18.381964,249.125,7.603555,6.738791,15.630515,40.198268
2000-02-01,31.048662,8.928922,,,1.285297,,13.869931,18.28125,,36.027219,6.4095010000000014,23.262118,16.230325,45.353383,19.002453,239.0625,7.573736999999999,6.55225,15.762977,41.257757
2000-02-02,30.512629,8.979847,,,1.32338,,15.219689,18.03125,,35.385868,6.268011,23.678257,16.253217000000006,48.866674,18.84733,233.625,7.588646000000002,6.575567,15.796093,42.691184
2000-02-03,30.244613,9.030773,,,1.337661,,17.143483,19.5,,35.85991,6.3104580000000015,24.38569,16.459244,49.665149,19.080013,245.375,7.424647999999999,6.575567,15.630515,43.750673
2000-02-04,29.378714,9.353301,,,1.199611,,18.369126,19.28125,,33.573353000000004,6.338756,25.25958,16.092973999999998,48.706977,19.157575,235.0,7.320285,6.482297,15.663631,42.254923
2000-02-07,28.904531,9.183549,,,1.142487,,19.129334,20.65625,,35.692601,6.3104580000000015,25.342809,15.658029,50.783011,19.118794,228.625,7.2457410000000015,6.482297,15.5974,43.376736
2000-02-08,28.925148,9.268425,,,1.123445,,20.789382,20.6875,,37.672425,5.206835,25.009898,15.360435,50.463624,18.730989,240.9375,7.171196000000001,6.389026,15.464938,43.25209
2000-02-09,28.904531,9.794654,,,1.10678,,21.735764,21.03125,,38.313777,4.810663,26.716064000000006,15.131516,48.387589,17.761476000000005,234.875,7.0519240000000005,6.295756,15.431822,42.317246
2000-02-10,28.368498,9.540027,,,1.099643,,22.651118,21.25,,36.975304,4.555981,26.466381,15.108624,48.986442,17.412451,229.0,7.111560000000001,6.295756,15.498053,42.254923
2000-02-11,27.358283,9.234474,,,1.132966,,22.44943,22.75,,36.584916,4.5276830000000015,26.674451,14.605003,48.148046,16.714402,233.0625,6.962471000000002,5.969309,15.431822,40.821497
2000-02-14,27.337666,9.523052,,,1.094883,,22.247742,21.625,,38.146468,4.414491,26.54961,14.307409,48.826749,17.800257000000006,230.375,6.515203,6.1325330000000005,15.696746,43.002798
2000-02-15,29.39933,9.540027,,,1.066321,,22.061568,21.75,,38.536855,4.5276830000000015,26.175085,14.334932,52.30011500000001,17.994159,222.5,6.604657,6.295756,15.729862,40.634528
2000-02-16,29.131314,9.421201,,,1.067509,,24.373223,21.875,,39.345516,4.683322,26.008629,14.220253,51.741183,17.373670999999998,246.125,6.634474000000001,6.0625800000000005,15.464938,39.138779
2000-02-17,29.564264,9.302375,,,1.068697,,25.211004,21.5,,39.233976,4.563055,25.67572,13.876214,61.961663,17.683915,252.0,6.768655,6.15585,15.531169,39.263424
2000-02-18,28.883914,8.861022,,,1.028238,,24.388738,21.5,,39.261861,4.379118,24.843443,13.830343,59.885631,16.791964,241.6875,6.7090190000000005,5.945992,15.796093,40.759174
2000-02-22,29.729197,9.064723,,,1.018717,,24.396482,20.90625,,38.341661,4.442789,24.38569,13.669791,58.448375,17.25733,242.125,6.545021,5.945992,15.762977,40.385237
2000-02-23,30.648016,8.72522,,,0.994915,,24.730056,20.53125,,37.560886,4.555981,24.344077,13.440432,63.239225,16.869524,252.0625,6.4704760000000014,5.876039,15.829208,40.44755900000001
2000-02-24,30.212262,8.623369,,,0.999676,,26.405618,21.28125,,37.867619,4.591353,25.883787,13.073458,68.18977,16.365377,274.8125,6.500294,5.7361330000000015,15.630515,39.38807
2000-02-25,28.469247,8.708245,,,0.971114,,24.450795,20.25,,37.70031,4.655024,25.800561,12.867035,69.068095,16.210256,267.0625,6.351205,5.712816,15.564284,39.762008
2000-02-28,28.697499,8.996822,,,0.956833,,24.280136,18.875,,38.285892,4.471087000000002,25.509263,13.555112,64.51678100000001,16.210256,256.75,6.4555669999999985,5.712816,15.762977,39.824331
2000-02-29,29.278504,8.962872,,,0.966353,,25.319605,19.75,,37.393577,4.655024,26.175085,13.417497,66.353276,15.977572,261.25,6.3213870000000005,5.619545,16.193479,39.886653
2000-03-01,28.593748,9.183549,,,1.1044040000000002,,24.916229,20.25,,36.557031,5.99918,26.799293,13.555112,69.706869,16.093913,278.625,6.366114,5.433004,16.226594,38.45322700000001
2000-03-02,28.572998,9.098673,,,1.1044040000000002,,20.013659,19.625,,38.871473,6.317532,26.840906,13.302817,67.26149699999999,15.822451,268.0,6.2319330000000015,5.57291,15.895439,37.643029
2000-03-03,29.714258,8.810096000000003,,,1.128206,,22.495973,20.75,,38.787819,6.048701,28.130933,13.440432,68.98824499999999,16.326598,268.375,6.485385,5.596227,15.994785999999998,36.770509
2000-03-06,28.967251,8.487568,,,1.094883,,21.301359,23.75,,36.306068,5.829391,27.465113,13.279881,101.566023,15.706109,254.0,6.2170239999999986,5.806086,15.928555,36.458894
2000-03-07,27.473238,8.046215,,,1.047279,,20.153289,27.5,,35.525292,5.7940190000000005,26.965747,12.775292,90.706766,15.00806,262.4375,6.0828440000000015,5.596227,15.696746,36.14728
2000-03-08,27.410988,8.419668,,,1.004436,,19.625797,26.75,,34.911826,6.126521,26.591223,12.798227,97.094566,15.395864,265.0,6.381023,5.876039,15.928555,35.337082
2000-03-09,26.871483,8.487568,,,1.099643,,19.39308,29.0625,,33.712777,6.451948000000002,26.299927,12.935842999999998,97.733348,15.395864,286.0,6.202115,5.759451,16.094132000000002,38.328581
2000-03-10,27.058235,8.402693,,,1.090123,,20.665266,26.0,,32.569499,6.338756,26.091857,12.889971,90.706766,15.473426000000002,296.0,6.41084,5.969309,15.961670000000002,37.45606
2000-03-13,26.228227,8.300842,,,1.032998,,20.386006,25.75,,32.569499,5.744497,25.842174,12.61474,83.839877,15.318304,284.75,6.4555669999999985,5.893237,15.994785999999998,38.016967
2000-03-14,26.269728000000004,8.453617999999999,,,1.0568,,20.215347,24.0,,32.067571,5.7940190000000005,25.967016,13.142266,77.531927,15.434645000000002,269.75,6.187206,5.940195,16.226594,35.711019
2000-03-15,27.390237,8.827071,,,0.990155,,20.742839,24.625,,33.182965,5.772795,25.717333,15.080329999999998,72.98062,16.985866,240.25,7.171196000000001,6.480213,16.292825,35.212436
2000-03-16,29.237003,9.370276,,,0.990155,,23.442355,24.59375,,35.748371,6.069925,27.506726,16.146867999999998,75.41597,18.420745,229.125,7.752644,6.973273,16.359056,40.322914
2000-03-17,28.510747,9.098673,,,0.997292,,21.766793,25.0,,34.744516,6.112372,28.671914,15.344110999999998,77.372233,17.102207,218.9375,7.320285,7.114147,16.292825,38.827164
2000-03-20,28.88425,9.200524,,,1.028238,,21.704735,26.875,,34.298359000000005,6.020403,29.212893,15.160624,72.661226,17.373670999999998,213.25,7.156287,7.372416,16.325941,37.580706
2000-03-21,30.02551,9.149599,,,1.023478,,22.759719,27.40625,,33.294505,5.878913,29.753872,15.917509,73.459701,17.683915,197.5,7.543919,7.419375,16.359056,39.138779
2000-03-22,28.552248,9.31935,,,1.018717,,25.319605,28.75,,32.206996000000004,6.069925,31.626493,16.192739000000003,76.294289,16.791964,208.5,6.9028350000000005,7.067189,16.491518,38.95181
2000-03-23,28.88425,9.183549,,,0.980634,,26.458646,27.6875,,32.932002000000004,6.232638,33.291045000000004,16.490906,76.453983,17.567573,201.875,7.2457410000000015,7.020231,16.723326999999998,38.328581
2000-03-24,30.170762,9.132623,,,1.037759,,26.862121,27.0,,33.796432,6.451948000000002,32.666837,16.857879999999998,76.653601,17.955379,211.0,6.932653,7.090667999999999,16.756442,38.328581
2000-03-27,29.423755,9.030773,,,0.999676,,28.212211,27.09375,,33.15508,6.296309,30.919059000000004,16.100996,72.98062,17.334889999999998,208.6875,6.9028350000000005,7.090667999999999,16.888904,38.827164
2000-03-28,29.506756,9.200524,,,1.004436,,27.59148,27.5625,,32.485844,6.3104580000000015,30.669377,16.032188,76.09467,17.412451,199.875,7.096651,6.8793570000000015,16.557748999999998,37.393738
2000-03-29,29.091752000000003,9.472126,,,0.999676,,27.653553,27.375,,33.629123,6.055776,31.335197,16.422098000000002,71.543364,17.645134,170.0,6.97738,6.738483,16.392172,37.393738
2000-03-30,29.548256,9.641877,,,0.980634,,26.613829,30.0,,35.525292,5.99918,30.752603000000004,16.330354999999994,67.071907,17.95267,160.0625,6.873017,7.184584,16.292825,37.393738
2000-03-31,29.403005,9.557002,,,0.91875,,27.638035,29.5,,35.134904,6.28216,31.626493,16.720264999999998,66.433126,17.757531,160.8125,7.171196000000001,7.795039,16.120867999999998,39.575039
2000-04-03,30.502764000000006,10.049281,,,0.8473440000000001,,26.210354,30.4375,,34.744516,6.437799,29.961941,17.24779,62.600444,18.811276,119.0,6.917744,7.5132910000000015,16.255209,38.827164
2000-04-04,30.855517,10.711312,,,0.809261,,25.26374,30.5625,,33.15508,6.402426,27.506726,17.087239,59.725931,18.577111,115.468697,6.917744,7.607207000000002,16.45672,41.008466
2000-04-05,30.253762,10.083231,,,0.814022,,26.613829,34.1875,,33.712777,6.444873,26.591223,16.857879999999998,61.921737,18.538083,110.0,7.394830000000002,7.3489369999999985,16.288794,45.308745
2000-04-06,31.000769,10.269957000000002,,,0.842584,,28.460503000000006,35.5,,33.740662,6.42365,25.550878,16.97256,67.071907,18.460028,135.125,7.365011999999999,7.466333,16.557475,44.747839
2000-04-07,30.419764,9.94743,,,0.6140869999999999,,31.036535,37.75,,34.354129,6.42365,27.548341,16.697329,77.931164,18.26489,145.6875,7.141378,7.630686,16.691816,44.685516
2000-04-10,30.793267,10.066256,,,0.6140869999999999,,29.096752,37.75,,35.441638,6.572214,26.716064000000006,16.903751999999994,68.429313,18.381972,133.3125,7.2457410000000015,7.442854,16.926911999999998,45.371068
2000-04-11,31.685525,10.337859,,,0.535537,,29.670928000000004,35.3125,,34.800286,6.593438000000001,27.340271,17.270726,64.476863,19.318633,107.75,7.484283,7.5132910000000015,16.926911999999998,44.997131
2000-04-12,31.415772,10.816228,,,0.5284,,27.824254,38.0,,34.158935,6.430724,26.965747,17.293662,54.935084,19.786964,92.75,7.484283,7.489812,17.061252,46.742172
2000-04-13,31.457273,10.696806,,,0.52364,,28.196692,35.5,,34.103165000000004,6.480246,27.714796000000003,17.24779,57.49020600000001,18.772248,88.0,7.4395570000000015,7.489812,17.195593,47.240755
2000-04-14,30.150011,10.048515,,,0.495078,,24.286089,33.0,,32.959886,6.055776,24.59376,16.903751999999994,52.819124,18.069753,64.875,7.066833,7.466333,17.195593,45.121777
2000-04-17,29.838759000000003,10.287359,,,0.485557,,28.134619,36.3125,,33.15508,5.914285,24.635373,16.743201000000006,50.783011,18.655166,70.0,6.9028350000000005,7.325458,17.195593,44.623194
2000-04-18,29.838759000000003,10.423842,,,0.480796,,29.050197,39.5,,34.354129,5.9921050000000005,25.176354,16.720264999999998,55.573862,18.342946,91.5,7.096651,7.114147,17.128423,46.181266
2000-04-19,30.02551,10.475023,,,0.473652,,27.963918,37.625,,35.441638,6.027478,25.800561,16.376227,55.733559,17.406284,88.9375,7.26065,7.325458,17.162008,46.804495
2000-04-20,30.627266,10.713867,,,0.509359,,27.963918,39.125,,38.425316,6.154819,26.716064000000006,17.454213,57.450281,18.655166,86.9375,7.096651,7.489812,17.162008,45.994297
2000-04-24,32.32878,10.93565,,,0.499838,,26.008617,40.5,,37.393577,6.352905000000002,26.716064000000006,17.775316,58.528218,19.708909,75.875,6.783564,7.724602,17.162008,44.872485
2000-04-25,31.14602,10.850349,,,0.526016,,29.795074,43.75,,37.114728,6.268011,27.00736,17.912931,57.49020600000001,20.450433,73.0625,7.096651,7.935913,17.128423,45.931974
2000-04-26,29.527506,10.645625,,,0.508163,,28.522576,41.125,,38.146468,6.269431,27.090589,18.417521,58.687919,19.240579,73.5,6.9028350000000005,7.630686,16.994082000000002,44.623194
2000-04-27,29.029502,10.645625,,,0.514119,,30.648579,42.625,,37.672425,6.809042,26.965747,17.798251999999994,57.969287,19.201551,83.125,6.8581080000000005,7.888955,17.162008,43.563704
2000-04-28,28.759749,10.492083,,,0.476036,,30.027848,43.75,,40.126292,6.574737,26.716064000000006,17.912931,56.611881,19.396689,98.875,6.8581080000000005,7.865475999999999,17.195593,44.810162
2000-05-01,28.8635,10.389722,,,0.476036,,32.448698,44.1875,,39.206092,6.588937,26.507995,17.729444,60.923644,19.708909,103.3125,7.126469,7.959392,17.397104000000002,44.623194
2000-05-02,28.8635,10.423842,,,0.518879,,28.677759,44.75,,37.923389,6.482435,24.968284,17.568893,64.36705500000001,20.021129,105.375,6.97738,8.00635,17.867296,43.937642
2000-05-03,28.489997,10.2703,,,0.502214,,27.994955,43.875,,38.174352,6.333332,24.80183,16.812008,58.448375,19.084468,91.875,6.887925999999998,8.335057,17.565029,43.875319
2000-05-04,28.365496000000004,10.167937,,,0.526016,,28.289802,45.0,,37.979158,6.319132,24.177623,16.720264999999998,57.6499,19.357661,97.0,7.081742,8.076787,17.598615,44.498548
2000-05-05,28.7805,10.355601,,,0.561723,,29.717483,46.0,,38.369546,6.404334,24.427306,16.697329,58.40845,19.591826,97.0625,7.186105,8.147225,17.833710999999994,45.371068
2000-05-08,28.988001,10.594445,,,0.5712430000000001,,27.156968,44.375,,36.222413,6.588937,23.05405,16.880816,54.136609,19.513772,86.625,7.394830000000002,8.264619999999999,17.699370000000005,45.807329
2000-05-09,28.552248,10.645625,,,0.554578,,27.886327,41.75,,35.218559,6.638638,22.429843,17.156047,51.222174,18.928359,83.25,7.215922999999999,8.264619999999999,18.001635999999994,48.798828
2000-05-10,28.531497,10.526203,,,0.466515,,26.365537,39.96875,,32.848347,6.638638,21.472725,17.454213,49.186061,19.474744,77.375,7.037016,8.100266,18.001635999999994,49.795994
2000-05-11,28.531497,10.32148,,,0.514119,,26.908676,43.875,,33.182965,6.574737,20.973359,17.270726,48.906596,21.699313,73.203102,7.111560000000001,8.241141,18.303903,50.3569
2000-05-12,28.178744,10.099697,,,0.52364,,26.862121,42.84375,,34.911826,6.674139,21.764021,17.523021,57.849519,22.323755,70.5,6.8581080000000005,8.217661999999999,18.102392,49.359734
2000-05-15,28.531497,10.628566,,,0.555766,,27.312151,42.75,,36.640686,6.880044,22.305001,17.912931,56.33241500000001,21.738342000000006,74.75,6.962471000000002,8.241141,18.538999,49.982963
2000-05-16,29.901009,10.543264,,,0.5426810000000001,,30.757206,44.25,,35.99933400000001,6.766441,23.303733,18.013106,56.532034,21.270011,76.0625,7.111560000000001,8.569847,18.538999,49.359734
2000-05-17,29.405624,10.526203,,,0.5331600000000001,,29.872665,42.5,,36.612801,6.667039,23.012435,17.737396,49.824843,21.387093,77.0,7.186105,8.382014999999999,18.572584,48.42489000000001
2000-05-18,29.092354,11.072133,,,0.509359,,28.553612,43.25,,36.807995,6.702539999999999,23.428574,18.380721,45.353383,21.835878,75.5625,6.932653,8.593326,18.572584,48.798828
2000-05-19,28.236082,11.345098,,,0.514119,,27.203523,41.90625,,36.947419,7.007846000000002,23.345346,17.852275,42.55872,22.479865,71.9375,6.828289999999999,8.546368,18.572584,48.923473
2000-05-22,28.131658,11.669243,,,0.466515,,27.23456,40.25,,37.254153,7.526157,22.721139,18.541552,39.843904,22.850595,69.375,6.664292,8.663763000000001,18.572584,49.92064
2000-05-23,28.110774,11.669243,,,0.478412,,27.048340000000003,37.75,,37.393577,7.298952000000001,21.30627,18.748335,37.049241,24.119021,67.75,6.813382000000002,8.7342,18.337488,49.110442
2000-05-24,29.468278,11.865424,,,0.495078,,26.350018,36.34375,,36.557031,7.327353,21.431111,18.633456,37.688023,23.299443,66.4375,7.156287,8.804637,18.001635999999994,48.611859
2000-05-25,28.382275,11.669243,,,0.480796,,25.946543,35.3125,,37.309922,7.384154,20.890131,18.472625,43.916126,22.206673,62.4375,7.26065,8.781158,18.001635999999994,41.444726
2000-05-26,28.069004,11.379219,,,0.466515,,25.52755,37.0,,38.341661,7.277652000000002,21.680794,18.702384,41.520701,21.504176,59.9375,7.171196000000001,8.428973,18.035221,44.062287
2000-05-30,28.444929,11.225676,,,0.485557,,28.941569,43.0,,38.536855,7.121449,22.804367000000006,18.886191,48.148046,21.62126,75.0,7.424647999999999,8.616805000000001,18.270317,43.127444
2000-05-31,28.653775,11.106254,,,0.471276,,27.9484,40.875,,38.927243,7.582958,22.305001,19.00107,47.03018,21.62126,66.75,7.424647999999999,8.264619999999999,18.169562,44.186933
2000-06-01,28.361390000000004,11.157435,,,0.471276,,29.422635,42.0,,39.875328,7.788862,23.386959,19.50654,46.630942,22.675003,73.875,7.618464,8.100266,17.732955,45.807329
2000-06-02,28.173428,10.679747,,,0.537921,,31.036535,45.0625,,41.046491,7.831463,25.093126,19.414636,52.220268,22.753057,89.0,7.335194,8.522889,17.934466,44.685516
2000-06-05,28.424044,10.850349,,,0.52364,,31.952113,45.5625,,39.150322,7.533257000000001,24.260849,18.817263,50.463624,22.479865,95.0625,7.156287,8.217661999999999,18.035221,44.997131
2000-06-06,27.505118,10.969772,,,0.509359,,28.724313,45.125,,40.154176,7.739161,24.968284,19.024046,45.353383,21.972508,87.5625,7.096651,8.241141,18.404658,45.776118
2000-06-07,27.317156,10.969772,,,0.504598,,28.382912,43.5,,41.26957,7.66816,25.25958,19.161902,42.798264,21.543204,85.5,7.2457410000000015,8.569847,18.203147,45.433391
2000-06-08,27.317156,11.089194,,,0.509359,,29.391599,43.5625,,42.106115,7.497756,25.217967,18.955118,44.15567,21.074873,90.5625,7.379921,8.288099,18.337488,44.96592
2000-06-09,27.37981,11.140374,,,0.499838,,29.965775,44.375,,42.831121,7.65396,25.301195,18.61048,45.273536,21.074873,98.0,7.499192,8.311577999999999,18.337488,43.999965
2000-06-12,27.390235,11.003892,,,0.480796,,30.105439,42.75,,42.663812,8.356874000000001,25.134739,18.449649,42.159482,21.035846,88.625,7.126469,8.499410000000001,18.404658,42.971587
2000-06-13,27.358925,11.208616,,,0.4724640000000001,,31.579675,44.0,,43.611897,8.16517,25.384422,18.656432,44.115745,21.035846,98.0,7.007198,8.44656,18.404658,45.558037
2000-06-14,28.131658,11.46452,,,0.473652,,30.260622,41.875,,38.983013,8.250372,25.842174,18.4956,43.277348,21.504176,93.9375,7.096651,8.257810000000001,18.438243,45.62036
2000-06-15,28.883507,11.703365,,,0.471276,,30.974462,41.4375,,40.377255,8.335574000000001,26.050244,18.10501,42.119557,21.738342000000006,91.25,6.917744,8.210623,18.505413,47.303078
2000-06-16,28.215197,11.583943,,,0.466515,,29.857147,41.25,,41.26957,7.895364999999999,26.050244,17.576564,40.003601,21.699313,88.0,6.873017,8.187028999999999,18.236732,46.991464
2000-06-19,27.901927,11.618063,,,0.476036,,31.626229,45.90625,,40.488794,7.717861,28.214161,17.553588,43.437042,21.309039,92.75,6.917744,8.163436,18.404658,46.243589
2000-06-20,27.463349,11.41334,,,0.466515,,32.588362,45.625,,40.042637,7.767562,27.631567,16.887287,47.03018,20.138213,94.0,6.887925999999998,7.998278999999999,18.505413,45.776118
2000-06-21,28.820853000000003,11.345098,,,0.464131,,31.98315,47.5,,39.48494,7.661060000000001,29.004823,17.300854,50.144233,19.513772,115.375,6.843199,7.927498,18.572584,46.523992
2000-06-22,28.758199,11.140374,,,0.459371,,30.058884000000006,45.625,,37.70031,7.519057000000001,28.838368,17.300854,48.387589,19.630854,107.5625,6.634474000000001,7.691561,18.606169,45.152889
2000-06-23,28.215197,11.038013,,,0.447474,,29.236416,43.875,,36.473377,7.462256,27.589954,17.392757,47.988352,19.357661,102.5,6.649383,7.667967,18.538999,46.399347
2000-06-26,28.570237,11.208616,,,0.476036,,30.958944,43.625,,41.102261,7.284752,27.922865,17.162998,47.988352,19.435716,119.25,6.500294,7.738747999999998,18.404658,48.019742
2000-06-27,28.946161,11.345098,,,0.476036,,29.314008,42.125,,40.711873,7.17115,28.006092,17.507637,48.18797100000001,20.723626,116.25,6.619565,7.644373,18.572584,48.269033
2000-06-28,28.763412,11.609519,,,0.461755,,30.98998,40.34375,,41.478638,7.155166,28.339003,17.570792,50.783011,20.782135,112.5,6.723928,8.210623,18.706924,50.216597
2000-06-29,28.591121,11.430399,,,0.430809,,30.850316,38.125,,39.708019,7.334453,28.921597,16.910263,48.467436,20.528598,109.125,6.336296,8.328592,18.538999,53.815771
2000-06-30,27.73485,12.163992,,,0.495078,,32.284492,38.625,,40.711873,7.291852,30.284398,16.887287,47.110027,19.35105,118.734299,6.4704760000000014,7.455622999999999,18.662454,53.59769100000001
2000-07-03,28.089889000000003,12.095751,,,0.490317,,31.756765,42.125,,41.938806,7.405454,29.129664,17.254901999999998,47.070105,19.547307,126.468697,6.4555669999999985,8.139842,18.772982,52.81860500000001
2000-07-05,29.572701,12.163992,,,0.485557,,31.710201,37.625,,41.883037,7.419655,28.297390000000004,16.565625,44.874298,19.743566,115.1875,6.664292,8.257810000000001,18.943027,53.815771
2000-07-06,28.925276,11.959268,,,0.495078,,33.510682,38.75,,41.2138,7.590058,29.254506,16.680504,44.15567,19.390302,110.6875,6.634474000000001,8.116247999999999,19.215099,54.594857
2000-07-07,28.779083,11.822787,,,0.549818,,34.116015999999995,41.0,,42.831121,7.703661,29.795487,17.484661,43.117651,18.997785,113.75,6.679200999999999,8.422967,19.045054,54.501323
2000-07-10,29.134123,11.737485,,,0.599805,,33.619332,42.5,,43.94651500000001,7.703661,29.961941,17.760372,43.756433,18.801527,114.875,6.574839,8.470153999999999,18.943027,54.501323
2000-07-11,29.718894,11.737485,,,0.566483,,34.333315,41.75,,44.336903,7.9450660000000015,30.294852,18.21989,42.997883,19.154792,107.0625,6.4704760000000014,8.328592,18.977036,54.283242
2000-07-12,30.094818,12.149434,,,0.6045659999999999,,34.892086,42.15625,,45.061909,8.008967,31.251969,18.587504,44.075823,18.919282,113.5,6.843199,8.564528999999999,19.079063,52.600524
2000-07-13,29.927741,11.960938,,,0.5902850000000001,,34.240187,42.75,,47.515775,7.895364999999999,31.293584000000006,19.024046,45.353383,19.390302,127.0625,6.783564,8.44656,19.113072,51.63447
2000-07-14,29.363854,11.652489,,,0.642649,,33.82111,45.0,,44.95037,8.079969,31.543267,19.069998,49.225986,19.743566,126.0,6.5599300000000005,8.399372999999999,19.283117,55.872427
2000-07-17,29.155008,11.652489,,,0.666451,,33.541725,45.625,,48.185012,7.568758,31.917791,18.449649,49.984536,19.35105,124.6875,6.7537460000000005,8.422967,19.215099,56.557979
2000-07-18,29.405624,11.498265,,,0.680732,,32.517313,45.5,,46.790769,6.780641,30.003554,17.875251000000006,48.946521,19.076288,122.0,6.69411,8.375779,18.909018,55.280409
2000-07-19,28.904391,11.275497,,,0.647409,,32.268971,45.125,,45.229218,6.702539999999999,29.004823,18.013106,47.309645,18.801527,121.0,6.425749,8.375779,18.636945,53.722336
2000-07-20,28.904391,11.275497,,,0.65693,,34.084973,43.0625,,47.181157,6.7096399999999985,30.586148,18.426673,34.494122,19.11554,125.4375,6.4704760000000014,8.422967,18.738972,53.660013
2000-07-21,28.862622,11.069865,,,0.642649,,33.448596,40.0625,,46.62346,6.503736,30.877444,18.288817,30.701366,19.743566,117.0,6.5599300000000005,8.918435,18.772982,55.716669
2000-07-24,29.760663,11.172681,,,0.637888,,31.089345,39.0,,46.735,6.283631,29.795487,18.771311,31.619613,20.096831,107.875,6.604657,8.517342,18.534918,58.723722
2000-07-25,29.510047,10.898504,,,0.633128,,31.508422,39.375,,47.683084,6.269431,30.419694,18.955118,28.585406,20.489347,85.0,6.5599300000000005,8.989217,18.534918,58.552311
2000-07-26,29.593586,10.932777,,,0.628368,,30.778917,38.09375,,46.177303,6.256604,30.128396,19.345709,27.467542,20.489347,84.6875,6.813382000000002,8.871248,18.943027,58.178374
2000-07-27,29.739778,10.967049,,,0.6593060000000001,,28.186845,35.0,,47.013848,6.313612,30.919059000000004,19.713323000000006,26.030287,20.685605,78.125,6.619565,8.918435,19.147081,58.926249
2000-07-28,30.408088,11.378313,,,0.647409,,27.659118,35.5,,45.452297,6.320738,32.292313,19.644395000000006,26.349676,20.724857,77.9375,6.395931,9.059998,19.18109,58.396554
